"restaurant_name","address","zip_code","restaurant_style","rating_count","avg_rating","price_range","image"
"Naf Naf Grill","326 N Michigan Ave","60601","Middle Eastern Falafel Salad ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/afRECLg9jcG-FkuE4IT-iA/o.jpg"
"Edgewater Tacos","5624 N Broadway","60660","Mexican ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/l3Gj8pqnVfOySTZSxyMAJw/o.jpg"
"Luke's Lobster Chicago City Hall","134 N LaSalle St","60602","Seafood ",0,0,2,"https://s3-media4.fl.yelpcdn.com/bphoto/9FTC3gOCh4GtWX3s_xUP-w/o.jpg"
"The Dearborn","145 N Dearborn St","60602","American (New) Breakfast & Brunch Venues & Event Spaces ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/eSXeGiq2bRUjy7KOER4jeg/o.jpg"
"JIAO - The Dumplings Restaurant","18 S Wabash Ave","60603","Chinese ",0,0,0,"https://s3-media2.fl.yelpcdn.com/bphoto/Y0ZgBzegpLuYjUUIP1aq4w/o.jpg"
"Philly Bros","734 W Fullerton Ave","60614","Halal Cheesesteaks Chicken Wings ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/g48VmmMoBFvFuH73IOH-cw/o.jpg"
"Forbidden Root","1746 W Chicago Ave","60622","Breweries American (New) Burgers ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/6Mt0NHK1ovmRSMIXefQuwA/o.jpg"
"Rice'N Bread","3435 N Sheffield Ave","60657","Korean Asian Fusion Breakfast & Brunch ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/rQOblU0INgKYFhO9lr7oUw/o.jpg"
"Luna Empanada Shop","6011 W Irving Park Rd","60634","Sandwiches Colombian Empanadas ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/xVGwkaWeMuiXR85K0jerag/o.jpg"
"Turbo Tacos","2050 N Milwaukee Ave","60647","Mexican ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/xiPg2aibf4ZNlNbzvMz4Hg/o.jpg"
"Cebu","2211 W North Ave","60647","Filipino ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/mc9zLs-NJSu2vD2Nti7_DQ/o.jpg"
"Devil Dawgs -  South State","767 S State St","60605","Hot Dogs Burgers ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/Gu0gSQX-NMH6PgQn07MF3A/o.jpg"
"Revival Food Hall","125 S Clark St","60603","Food Court ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/xgTIpMJRaxJh8pW-flY1Iw/o.jpg"
"Kai Zan","2557 W Chicago Ave","60622","Asian Fusion Japanese Sushi Bars ",0,0,3,"https://s3-media2.fl.yelpcdn.com/bphoto/UQMQ7klk0gZkUM8Vpk1GRw/o.jpg"
"Taco & Burrito Express #3","1512 N Ashland Ave","60622","Tacos ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/oLsCMLdrzXCpC6TlsuRgew/o.jpg"
"Bite Café","1035 N Western Ave","60622","Breakfast & Brunch American (Traditional) ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/qnvRuldrR5TlZWoQboNz8g/o.jpg"
"Crave Kabob","1521 W Madison St","60607","Mediterranean Middle Eastern ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/bRPLpDVEEy0DAx6l9Q197A/o.jpg"
"Cindy's","12 S Michigan Ave","60603","American (New) Seafood Breakfast & Brunch ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/PuwyYUiD6z3fhbA_W_CiIw/o.jpg"
"Birrieria Zaragoza","4852 S Pulaski Rd","60632","Mexican ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/n9IjCjtg2a6e55kp1_U_zg/o.jpg"
"Kuma's Corner - Belmont","2900 W Belmont Ave","60618","Pubs Burgers ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/tczjU01MzXiOMPKY1CEQ0Q/o.jpg"
"Taqueria Traspasada","811 N Ashland Ave","60622","Mexican ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/fbwRUmrxFdhQZTVwjhDIBQ/o.jpg"
"Furious Spoon - Wicker Park","1571 N Milwaukee Ave","60622","Ramen ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/ZTxSW9llFdHuABrJL9Rywg/o.jpg"
"The StopAlong","1812 N Milwaukee Ave","60647","Pizza Burgers Salad ",0,0,2,"https://s3-media4.fl.yelpcdn.com/bphoto/DC3r4p8Qm_uk8efhPUFrnQ/o.jpg"
"Irazú Costa Rican Restaurant & Catering","1865 N Milwaukee Ave","60647","Latin American Venues & Event Spaces Empanadas ",0,0,2,"https://s3-media4.fl.yelpcdn.com/bphoto/nmi1BdOCjuJvpYvDNwOIUQ/o.jpg"
"Lucy's","1043 N California Ave","60622","American (Traditional) ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/OSvDs76_OEioqMlbVzWCsg/o.jpg"
"Salsa Picante","949 N Western Ave","60622","Mexican ",0,0,1,"https://s3-media4.fl.yelpcdn.com/bphoto/OfMIOp9QLIWysVHcZSFPoA/o.jpg"
"Wildberry Pancakes and Cafe","130 E Randolph St","60601","Pancakes Waffles Cafes ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/or0SLpOk3UasVtln_AabHw/o.jpg"
"Roost Chicken and Biscuits","3474 N Clark St","60657","Sandwiches Southern ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/pjpR8sJgOPrnq4UNV8c8Sw/o.jpg"
"Papa Cenar","2445 N Milwaukee Ave","60647","Mediterranean Spanish Tapas/Small Plates ",0,0,0,"https://s3-media4.fl.yelpcdn.com/bphoto/clNyBfVs8ZuBSd_nmbcnfQ/o.jpg"
"Bonchon - Division St.","1732 W Division St","60622","Korean Chicken Shop Asian Fusion ",0,0,0,"https://s3-media1.fl.yelpcdn.com/bphoto/_iuTvTYz_egKzwWHSK7_yg/o.jpg"
"Naf Naf Grill","326 N Michigan Ave","60601","Middle Eastern Falafel Salad ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/afRECLg9jcG-FkuE4IT-iA/o.jpg"
"Edgewater Tacos","5624 N Broadway","60660","Mexican ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/l3Gj8pqnVfOySTZSxyMAJw/o.jpg"
"Luke's Lobster Chicago City Hall","134 N LaSalle St","60602","Seafood ",0,0,2,"https://s3-media4.fl.yelpcdn.com/bphoto/9FTC3gOCh4GtWX3s_xUP-w/o.jpg"
"The Dearborn","145 N Dearborn St","60602","American (New) Breakfast & Brunch Venues & Event Spaces ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/eSXeGiq2bRUjy7KOER4jeg/o.jpg"
"JIAO - The Dumplings Restaurant","18 S Wabash Ave","60603","Chinese ",0,0,0,"https://s3-media2.fl.yelpcdn.com/bphoto/Y0ZgBzegpLuYjUUIP1aq4w/o.jpg"
"Philly Bros","734 W Fullerton Ave","60614","Halal Cheesesteaks Chicken Wings ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/g48VmmMoBFvFuH73IOH-cw/o.jpg"
"Forbidden Root","1746 W Chicago Ave","60622","Breweries American (New) Burgers ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/6Mt0NHK1ovmRSMIXefQuwA/o.jpg"
"Rice'N Bread","3435 N Sheffield Ave","60657","Korean Asian Fusion Breakfast & Brunch ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/rQOblU0INgKYFhO9lr7oUw/o.jpg"
"Luna Empanada Shop","6011 W Irving Park Rd","60634","Sandwiches Colombian Empanadas ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/xVGwkaWeMuiXR85K0jerag/o.jpg"
"Turbo Tacos","2050 N Milwaukee Ave","60647","Mexican ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/xiPg2aibf4ZNlNbzvMz4Hg/o.jpg"
"Cebu","2211 W North Ave","60647","Filipino ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/mc9zLs-NJSu2vD2Nti7_DQ/o.jpg"
"Devil Dawgs -  South State","767 S State St","60605","Hot Dogs Burgers ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/Gu0gSQX-NMH6PgQn07MF3A/o.jpg"
"Revival Food Hall","125 S Clark St","60603","Food Court ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/xgTIpMJRaxJh8pW-flY1Iw/o.jpg"
"Kai Zan","2557 W Chicago Ave","60622","Asian Fusion Japanese Sushi Bars ",0,0,3,"https://s3-media2.fl.yelpcdn.com/bphoto/UQMQ7klk0gZkUM8Vpk1GRw/o.jpg"
"Taco & Burrito Express #3","1512 N Ashland Ave","60622","Tacos ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/oLsCMLdrzXCpC6TlsuRgew/o.jpg"
"Bite Café","1035 N Western Ave","60622","Breakfast & Brunch American (Traditional) ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/qnvRuldrR5TlZWoQboNz8g/o.jpg"
"L' Patron Tacos","3749 W Fullerton Ave","60647","New Mexican Cuisine Tacos Fast Food ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/cAvgQXNBcR9Avg0tImC9ew/o.jpg"
"Sandwiched Chicago","1863 N Clybourn Ave","60614","Sandwiches Salad Burgers ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/yYFMDikZ-nCM1qukGfCOYA/o.jpg"
"Spinning J Bakery and Soda Fountain","1000 N California Ave","60622","Coffee & Tea Breakfast & Brunch Sandwiches ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/bJBzdl7-U4tLEP-yOr5K5w/o.jpg"
"Pinched on the River","443 E Illinois St Chicago Il 60611","60611","Mediterranean Bars ",0,0,0,"https://s3-media1.fl.yelpcdn.com/bphoto/IOlebHr2SALItMvspBnbAw/o.jpg"
"Hello Tokyo $2","9038 W Golf Rd","60714","Discount Store International Grocery ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/mn7unH0MNcHtzMwowRW3-A/o.jpg"
"Cheesie's Pub and Grub","958 W Belmont Ave","60657","Sandwiches Pubs American (New) ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/S7zLPO7tZ5ixJ2WwR6y6Nw/o.jpg"
"Taqueria Moran","2226 N California Ave","60647","Mexican ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/nmdsxlJb9s-XKXymmCCOWw/o.jpg"
"Ramen Wasabi","2101 N Milwaukee Ave","60647","Ramen Tapas/Small Plates Izakaya ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/Tv5wtUME7PQRPjwf5tQCdg/o.jpg"
"Diana's Food & Restaurant","1000 N Francisco Ave","60622","American (New) Puerto Rican ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/CBRxqoGZfR2YzDX8feU4EQ/o.jpg"
"The Fat Shallot - Lincoln Park","2468 N Clark St","60603","Food Trucks Sandwiches ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/pgu61suWY2It3p_mWpTn9w/o.jpg"
"Lowcountry South Loop","1132 S Wabash Ave","60605","Cajun/Creole Bars Seafood ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/v_LQk3T6nYUU4fNgdzuddQ/o.jpg"
"Saucy Porka","335 S Franklin St","60606","Cafes Breakfast & Brunch Asian Fusion ",0,0,1,"https://s3-media4.fl.yelpcdn.com/bphoto/WW3_N-M1FeLe6w6dcKDW-Q/o.jpg"
"Cairo Kebab","1524 W Fullerton Ave","60614","Mediterranean Middle Eastern Halal ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/UMZ7Ts9rKJlWVXDuUuoeaQ/o.jpg"
"Lou Malnati's Pizzeria","439 N Wells St","60654","Pizza Italian Sandwiches ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/cv0OrGAkBn4qdFOm3zuFjQ/o.jpg"
"Al's Under the L","2908 W Lake St","60612","Burgers Hot Dogs ",0,0,1,"https://s3-media3.fl.yelpcdn.com/bphoto/1CIh5xCjVtG0_Xsk_cHWUw/o.jpg"
"Gus's World Famous Fried Chicken","847 W Fulton Market","60607","Chicken Shop Southern Comfort Food ",0,0,2,"https://s3-media4.fl.yelpcdn.com/bphoto/Q21X27kyiR5Rf1MrFqj_Xw/o.jpg"
"Nando's Peri-Peri","1500 N Clybourn Ave","60610","South African Chicken Shop Portuguese ",0,0,2,"https://s3-media4.fl.yelpcdn.com/bphoto/QvydZ5rZ9j5nSR80ZwT8rQ/o.jpg"
"Six06 Cafe Bar","1641 W Chicago Ave","60622","Greek Bars Coffee & Tea ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/pXdvVvfOyGK428SZ9uV_GA/o.jpg"
"Café Marie Jeanne","1001 N California Ave","60622","Cafes French Beer, Wine & Spirits ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/vKnnhtkr5BHdZ2kB0F-rHA/o.jpg"
"Goose Island Shrimp House Chicago","1011 W Division St","60642","Seafood Fast Food ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/WeQYHwrSIEvBfJAVf0z7_A/o.jpg"
"Forbidden Root","1746 W Chicago Ave","60622","Breweries American (New) Burgers ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/6Mt0NHK1ovmRSMIXefQuwA/o.jpg"
"Rice'N Bread","3435 N Sheffield Ave","60657","Korean Asian Fusion Breakfast & Brunch ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/rQOblU0INgKYFhO9lr7oUw/o.jpg"
"Luna Empanada Shop","6011 W Irving Park Rd","60634","Sandwiches Colombian Empanadas ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/xVGwkaWeMuiXR85K0jerag/o.jpg"
"Turbo Tacos","2050 N Milwaukee Ave","60647","Mexican ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/xiPg2aibf4ZNlNbzvMz4Hg/o.jpg"
"Cebu","2211 W North Ave","60647","Filipino ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/mc9zLs-NJSu2vD2Nti7_DQ/o.jpg"
"Devil Dawgs -  South State","767 S State St","60605","Hot Dogs Burgers ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/Gu0gSQX-NMH6PgQn07MF3A/o.jpg"
"Revival Food Hall","125 S Clark St","60603","Food Court ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/xgTIpMJRaxJh8pW-flY1Iw/o.jpg"
"Kai Zan","2557 W Chicago Ave","60622","Asian Fusion Japanese Sushi Bars ",0,0,3,"https://s3-media2.fl.yelpcdn.com/bphoto/UQMQ7klk0gZkUM8Vpk1GRw/o.jpg"
"Taco & Burrito Express #3","1512 N Ashland Ave","60622","Tacos ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/oLsCMLdrzXCpC6TlsuRgew/o.jpg"
"Bite Café","1035 N Western Ave","60622","Breakfast & Brunch American (Traditional) ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/qnvRuldrR5TlZWoQboNz8g/o.jpg"
"L' Patron Tacos","3749 W Fullerton Ave","60647","New Mexican Cuisine Tacos Fast Food ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/cAvgQXNBcR9Avg0tImC9ew/o.jpg"
"Sandwiched Chicago","1863 N Clybourn Ave","60614","Sandwiches Salad Burgers ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/yYFMDikZ-nCM1qukGfCOYA/o.jpg"
"Spinning J Bakery and Soda Fountain","1000 N California Ave","60622","Coffee & Tea Breakfast & Brunch Sandwiches ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/bJBzdl7-U4tLEP-yOr5K5w/o.jpg"
"Pinched on the River","443 E Illinois St Chicago Il 60611","60611","Mediterranean Bars ",0,0,0,"https://s3-media1.fl.yelpcdn.com/bphoto/IOlebHr2SALItMvspBnbAw/o.jpg"
"Hello Tokyo $2","9038 W Golf Rd","60714","Discount Store International Grocery ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/mn7unH0MNcHtzMwowRW3-A/o.jpg"
"Cheesie's Pub and Grub","958 W Belmont Ave","60657","Sandwiches Pubs American (New) ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/S7zLPO7tZ5ixJ2WwR6y6Nw/o.jpg"
"Taqueria Moran","2226 N California Ave","60647","Mexican ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/nmdsxlJb9s-XKXymmCCOWw/o.jpg"
"Ramen Wasabi","2101 N Milwaukee Ave","60647","Ramen Tapas/Small Plates Izakaya ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/Tv5wtUME7PQRPjwf5tQCdg/o.jpg"
"Diana's Food & Restaurant","1000 N Francisco Ave","60622","American (New) Puerto Rican ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/CBRxqoGZfR2YzDX8feU4EQ/o.jpg"
"The Fat Shallot - Lincoln Park","2468 N Clark St","60603","Food Trucks Sandwiches ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/pgu61suWY2It3p_mWpTn9w/o.jpg"
"Lowcountry South Loop","1132 S Wabash Ave","60605","Cajun/Creole Bars Seafood ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/v_LQk3T6nYUU4fNgdzuddQ/o.jpg"
"Saucy Porka","335 S Franklin St","60606","Cafes Breakfast & Brunch Asian Fusion ",0,0,1,"https://s3-media4.fl.yelpcdn.com/bphoto/WW3_N-M1FeLe6w6dcKDW-Q/o.jpg"
"Cairo Kebab","1524 W Fullerton Ave","60614","Mediterranean Middle Eastern Halal ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/UMZ7Ts9rKJlWVXDuUuoeaQ/o.jpg"
"Lou Malnati's Pizzeria","439 N Wells St","60654","Pizza Italian Sandwiches ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/cv0OrGAkBn4qdFOm3zuFjQ/o.jpg"
"Al's Under the L","2908 W Lake St","60612","Burgers Hot Dogs ",0,0,1,"https://s3-media3.fl.yelpcdn.com/bphoto/1CIh5xCjVtG0_Xsk_cHWUw/o.jpg"
"Gus's World Famous Fried Chicken","847 W Fulton Market","60607","Chicken Shop Southern Comfort Food ",0,0,2,"https://s3-media4.fl.yelpcdn.com/bphoto/Q21X27kyiR5Rf1MrFqj_Xw/o.jpg"
"Nando's Peri-Peri","1500 N Clybourn Ave","60610","South African Chicken Shop Portuguese ",0,0,2,"https://s3-media4.fl.yelpcdn.com/bphoto/QvydZ5rZ9j5nSR80ZwT8rQ/o.jpg"
"Six06 Cafe Bar","1641 W Chicago Ave","60622","Greek Bars Coffee & Tea ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/pXdvVvfOyGK428SZ9uV_GA/o.jpg"
"Café Marie Jeanne","1001 N California Ave","60622","Cafes French Beer, Wine & Spirits ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/vKnnhtkr5BHdZ2kB0F-rHA/o.jpg"
"Goose Island Shrimp House Chicago","1011 W Division St","60642","Seafood Fast Food ",0,0,1,"https://s3-media1.fl.yelpcdn.com/bphoto/WeQYHwrSIEvBfJAVf0z7_A/o.jpg"
"Chicago Grilled Cheese & Mac Factory","1465 W Leland Ave","60640","American (Traditional) ",0,0,2,"https://s3-media3.fl.yelpcdn.com/bphoto/7A-IF51k36VYSaTP4FQ4TA/o.jpg"
"The Chicago Diner","3411 N Halsted St","60657","Comfort Food American (Traditional) Breakfast & Brunch ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/gPv7JP6DwlBxmD7fLNgzDg/o.jpg"
"Taqueria Mazamitla","3610 W Belmont Ave","60618","Mexican ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/bdTDBtsV-crNeP7461W9XA/o.jpg"
"Brazilian Bowl","3204 N Broadway St","60657","Brazilian ",0,0,1,"https://s3-media2.fl.yelpcdn.com/bphoto/CNSS9D6DVFO7PcoSD6EPCQ/o.jpg"
"Noodles In the Pot","2453 N Halsted St","60614","Thai Noodles ",0,0,2,"https://s3-media2.fl.yelpcdn.com/bphoto/wbwV22TiHUwnwiPbWyWAtA/o.jpg"
"RJ Grunts","2056 N Lincoln Park W","60614","American (Traditional) Sandwiches Burgers ",0,0,2,"https://s3-media1.fl.yelpcdn.com/bphoto/eVlTmWDA6RO9rX2SdB60jQ/o.jpg"
